,reactionId,compartment,r ; p,ratelaw
2317,vRPd14_26,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__PIK3C__PIK3R__PIP2_ ;,kRPd14_26_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__PIK3C__PIK3R__PIP2_
2318,vRPd14_27,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__PIK3C__PIK3R__PIP2_ ;,kRPd14_27_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__PIK3C__PIK3R__PIP2_
2319,vRPd14_28,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__PIK3C__PIK3R__PIP2_ ;,kRPd14_28_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__PIK3C__PIK3R__PIP2_
2320,vRPd14_29,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__PIK3C__PIK3R__PIP2_ ;,kRPd14_29_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__PIK3C__PIK3R__PIP2_
2321,vRPd16_1,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__P3C2A__PIP_ ;,kRPd16_1_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1196_pY1222_pY1248_ERBB2__P3C2A__PIP_
2322,vRPd16_2,Cytoplasm,cyt_mixed__p_EGF__EGFR__EGFRvIII__PIK3C2A__PIP_ ;,kRPd16_2_1*cyt_mixed__p_EGF__EGFR__EGFRvIII__PIK3C2A__PIP_
2323,vRPd16_3,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__P3C2A__PIP_ ;,kRPd16_3_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__P3C2A__PIP_
2324,vRPd16_4,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__P3C2A__PIP_ ;,kRPd16_4_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__EGF__pY992_pY1068_pY1086_pY1148_pY1174_pY992_pY1068_pY1086_pY1148_pY1174_EGFR__P3C2A__PIP_
2325,vRPd16_5,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__P3C2A__PIP_ ;,kRPd16_5_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__ERBB3__P3C2A__PIP_
2326,vRPd16_6,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__P3C2A__PIP_ ;,kRPd16_6_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__P3C2A__PIP_
2327,vRPd16_7,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_7_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2328,vRPd16_8,Cytoplasm,cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_8_1*cyt_mixed__EGF__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2329,vRPd16_9,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__P3C2A__PIP_ ;,kRPd16_9_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__ERBB3__P3C2A__PIP_
2330,vRPd16_10,Cytoplasm,cyt_mixed__p_NRG1__ERBB3__EGFRvIII__PIK3C2A__PIP_ ;,kRPd16_10_1*cyt_mixed__p_NRG1__ERBB3__EGFRvIII__PIK3C2A__PIP_
2331,vRPd16_11,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__P3C2A__PIP_ ;,kRPd16_11_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__ERBB3__P3C2A__PIP_
2332,vRPd16_12,Cytoplasm,cyt_mixed__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_12_1*cyt_mixed__NRG1__ERBB3__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2333,vRPd16_13,Cytoplasm,cyt_mixed__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_13_1*cyt_mixed__NRG1__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2334,vRPd16_14,Cytoplasm,cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_14_1*cyt_mixed__pY1196_pY1222_pY1248_ERBB2__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2335,vRPd16_15,Cytoplasm,cyt_mixed__p_NRG1__ERBB4__EGFRvIII__PIK3C2A__PIP_ ;,kRPd16_15_1*cyt_mixed__p_NRG1__ERBB4__EGFRvIII__PIK3C2A__PIP_
2336,vRPd16_16,Cytoplasm,cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_16_1*cyt_mixed__pY992_pY1068_pY1086_pY1148_pY1174_EGFR__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2337,vRPd16_17,Cytoplasm,cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_17_1*cyt_mixed__ERBB3__NRG1__pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2338,vRPd16_18,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_18_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2339,vRPd16_19,Cytoplasm,cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_ ;,kRPd16_19_1*cyt_mixed__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__NRG1__pY1056_pY1162_pY1284_pY1056_pY1162_pY1284_ERBB4__P3C2A__PIP_
2340,vRPd16_20,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__P3C2A__PIP_ ;,kRPd16_20_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__pY1234_pY1235_pY1234_pY1235_MET__P3C2A__PIP_
2341,vRPd16_21,Cytoplasm,cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__P3C2A__PIP_ ;,kRPd16_21_1*cyt_mixed__HGF__pY1234_pY1235_pY1234_pY1235_MET__HGF__pY1234_pY1235_pY1234_pY1235_MET__P3C2A__PIP_
2342,vRPd16_22,Cytoplasm,cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__P3C2A__PIP_ ;,kRPd16_22_1*cyt_cong__PDGFB__PGFRB__PDGFB__PGFRB__P3C2A__PIP_
2343,vRPd16_23,Cytoplasm,cyt_cong__PGFRB__PGFRB__PGFRB__P3C2A__PIP_ ;,kRPd16_23_1*cyt_cong__PGFRB__PGFRB__PGFRB__P3C2A__PIP_
2344,vRPd16_24,Cytoplasm,cyt_mixed__FGF__FGFR__FGF__FGFR__P3C2A__PIP_ ;,kRPd16_24_1*cyt_mixed__FGF__FGFR__FGF__FGFR__P3C2A__PIP_
2345,vRPd16_25,Cytoplasm,cyt_mixed__FGF__FGFR__FGFR__P3C2A__PIP_ ;,kRPd16_25_1*cyt_mixed__FGF__FGFR__FGFR__P3C2A__PIP_
2346,vRPd16_26,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__P3C2A__PIP_ ;,kRPd16_26_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IRS__P3C2A__PIP_
2347,vRPd16_27,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__P3C2A__PIP_ ;,kRPd16_27_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__IRS__P3C2A__PIP_
2348,vRPd16_28,Cytoplasm,cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__P3C2A__PIP_ ;,kRPd16_28_1*cyt_cong__IGF__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_pY980_pS982_pY1161_pY1165_pY1166_pY1280_pY1281_IGF1R__IGF__IRS__P3C2A__PIP_
2349,vRPd16_29,Cytoplasm,cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__P3C2A__PIP_ ;,kRPd16_29_1*cyt_cong__INS__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_pY992_pY999_pY1011_pY1185_pY1189_pY1190_pY1314_pY1348_pY1355_INSR__INS__IRS__P3C2A__PIP_
2350,vPd1,Cytoplasm,cyt_prot__GRB2__SOS1_ ;,kPd1_1*cyt_prot__GRB2__SOS1_
2351,vPd2,Cytoplasm,nuc_prot__GRB2__p_SOS1_ ;,kPd2_1*nuc_prot__GRB2__p_SOS1_
2352,vPd3,Cytoplasm,cyt_cong__PIK3C__PIK3R_ ;,kPd3_1*cyt_cong__PIK3C__PIK3R_
2353,vPd4,Cytoplasm,cyt_cong__p_PIK3C__PIK3R_ ;,kPd4_1*cyt_cong__p_PIK3C__PIK3R_
2354,vPd5,Cytoplasm,cyt_prot__MTORC1_ ;,kPd5_1*cyt_prot__MTORC1_
2355,vPd6,Cytoplasm,cyt_prot_a__MTORC1_ ;,kPd6_1*cyt_prot_a__MTORC1_
2356,vPd7,Cytoplasm,cyt_comp__PIP_ ;,kPd7_1*cyt_comp__PIP_
2357,vPd8,Cytoplasm,cyt_comp__PI_3_P_ ;,kPd8_1*cyt_comp__PI_3_P_
2358,vPd9,Cytoplasm,cyt_comp__CDP_DAG_ ;,kPd9_1*cyt_comp__CDP_DAG_
2359,vPd10,Cytoplasm,cyt_mixed__CDP_DAG__GRP_ ;,kPd10_1*cyt_mixed__CDP_DAG__GRP_
2360,vPd11,Cytoplasm,cyt_mixed__RAS__GTP_ ;,kPd11_1*cyt_mixed__RAS__GTP_
2361,vPd12,Cytoplasm,cyt_prot__p_NF1_ ;,kPd12_1*cyt_prot__p_NF1_
2362,vPd13,Cytoplasm,nuc_prot___pS29_pS43_pS289_pS296_pS301_pS642_RAF1_ ;,kPd13_1*nuc_prot___pS29_pS43_pS289_pS296_pS301_pS642_RAF1_
2363,vPd14,Cytoplasm,cyt_mixed__RAS__GTP__RAF1_ ;,kPd14_1*cyt_mixed__RAS__GTP__RAF1_
2364,vPd15,Cytoplasm,cyt_mixed__RAS__GTP__RAF1__BRAF_ ;,kPd15_1*cyt_mixed__RAS__GTP__RAF1__BRAF_
2365,vPd16,Cytoplasm,cyt_prot__p_MAP2K_ ;,kPd16_1*cyt_prot__p_MAP2K_
2366,vPd17,Cytoplasm,cyt_prot__p_p_MAP2K_ ;,kPd17_1*cyt_prot__p_p_MAP2K_
2367,vPd18,Nucleus,nuc_cong__MAPK_ ;,kPd18_1*nuc_cong__MAPK_
2368,vPd19,Nucleus,nuc_cong__p_p_MAPK_ ;,kPd19_1*nuc_cong__p_p_MAPK_
2369,vPd20,Cytoplasm,cyt_prot__p_RPS6KA_ ;,kPd20_1*cyt_prot__p_RPS6KA_
2370,vPd21,Nucleus,nuc_prot__p_RPS6KA_ ;,kPd21_1*nuc_prot__p_RPS6KA_
2371,vPd22,Nucleus,nuc_prot__p_DUS1_ ;,kPd22_1*nuc_prot__p_DUS1_
2372,vPd23,Nucleus,nuc_prot__p_FOS_ ;,kPd23_1*nuc_prot__p_FOS_
2373,vPd24,Nucleus,nuc_prot__p_FOS__JUN_ ;,kPd24_1*nuc_prot__p_FOS__JUN_
2374,vPd25,Nucleus,nuc_prot__CTNB1_ ;,kPd25_1*nuc_prot__CTNB1_
2375,vPd26,Cytoplasm,cyt_prot__pS33_pS37_T41_CTNB1_ ;,kPd26_1*cyt_prot__pS33_pS37_T41_CTNB1_
2376,vPd27,Cytoplasm,cyt_comp__IP3_ ;,kPd27_1*cyt_comp__IP3_
2377,vPd28,Cytoplasm,cyt_comp__PIP2_ ;,kPd28_1*cyt_comp__PIP2_
2378,vPd29,Cytoplasm,cyt_comp__PIP3_ ;,kPd29_1*cyt_comp__PIP3_
2379,vPd30,Cytoplasm,cyt_mixed__PIP3__AKT_ ;,kPd30_1*cyt_mixed__PIP3__AKT_
2380,vPd31,Cytoplasm,cyt_cong__p_AKT_ ;,kPd31_1*cyt_cong__p_AKT_
2381,vPd32,Cytoplasm,cyt_cong__p_p_AKT_ ;,kPd32_1*cyt_cong__p_p_AKT_
2382,vPd33,Cytoplasm,cyt_mixed__PIP3__PDK1_ ;,kPd33_1*cyt_mixed__PIP3__PDK1_
2383,vPd34,Cytoplasm,cyt_mixed__PIP3__p_AKT_ ;,kPd34_1*cyt_mixed__PIP3__p_AKT_
2384,vPd35,Cytoplasm,cyt_prot__MTORC2_ ;,kPd35_1*cyt_prot__MTORC2_
2385,vPd36,Cytoplasm,cyt_mixed__PIP3__p_p_AKT_ ;,kPd36_1*cyt_mixed__PIP3__p_p_AKT_
2386,vPd37,Cytoplasm,cyt_prot__pS9_GSK3B_ ;,kPd37_1*cyt_prot__pS9_GSK3B_
2387,vPd38,Cytoplasm,cyt_prot__p_TSC2_ ;,kPd38_1*cyt_prot__p_TSC2_
2388,vPd39,Cytoplasm,cyt_prot__TSC1__TSC2_ ;,kPd39_1*cyt_prot__TSC1__TSC2_
2389,vPd40,Cytoplasm,cyt_mixed__CDP_DAG__PRKC_ ;,kPd40_1*cyt_mixed__CDP_DAG__PRKC_
2390,vPd41,Cytoplasm,cyt_prot__pS153_PEBP1_ ;,kPd41_1*cyt_prot__pS153_PEBP1_
2391,vPd42,Cytoplasm,cyt_prot__PEBP1__RAF1_ ;,kPd42_1*cyt_prot__PEBP1__RAF1_
2392,vPd43,Cytoplasm,cyt_cong__p_MAPK_ ;,kPd43_1*cyt_cong__p_MAPK_
2393,vPd44,Cytoplasm,cyt_cong__p_p_MAPK_ ;,kPd44_1*cyt_cong__p_p_MAPK_
2394,vPd45,Cytoplasm,cyt_prot__pT32_pS253_FOXO3_ ;,kPd45_1*cyt_prot__pT32_pS253_FOXO3_
2395,vPd46,Cytoplasm,cyt_mixed__RHEB__GTP_ ;,kPd46_1*cyt_mixed__RHEB__GTP_
2396,vPd47,Cytoplasm,cyt_prot__pT412_KS6B1_ ;,kPd47_1*cyt_prot__pT412_KS6B1_
2397,vPd48,Cytoplasm,cyt_prot__pT37_pT46_4EBP1_ ;,kPd48_1*cyt_prot__pT37_pT46_4EBP1_
2398,vPd49,Cytoplasm,cyt_cong__GRB2__SOS1__p_p_MAPK_ ;,kPd49_1*cyt_cong__GRB2__SOS1__p_p_MAPK_
2399,vPd50,Cytoplasm,cyt_cong__RAF1__p_p_MAPK_ ;,kPd50_1*cyt_cong__RAF1__p_p_MAPK_
2400,vPd51,Cytoplasm,cyt_mixed__RAS__GDP__CDP_DAG__GRP_ ;,kPd51_1*cyt_mixed__RAS__GDP__CDP_DAG__GRP_
2401,vPd52,Cytoplasm,cyt_mixed__RAS__GTP__NF1_ ;,kPd52_1*cyt_mixed__RAS__GTP__NF1_
2402,vPd53,Cytoplasm,cyt_cong__NF1__p_p_MAPK_ ;,kPd53_1*cyt_cong__NF1__p_p_MAPK_
2403,vPd54,Cytoplasm,cyt_mixed__MAP2K__RAS__GTP__RAF1__BRAF_ ;,kPd54_1*cyt_mixed__MAP2K__RAS__GTP__RAF1__BRAF_
2404,vPd55,Cytoplasm,cyt_mixed__p_MAP2K__RAS__GTP__RAF1__BRAF_ ;,kPd55_1*cyt_mixed__p_MAP2K__RAS__GTP__RAF1__BRAF_
2405,vPd56,Cytoplasm,cyt_cong__MAPK__p_p_MAP2K_ ;,kPd56_1*cyt_cong__MAPK__p_p_MAP2K_
2406,vPd57,Cytoplasm,cyt_cong__p_MAPK__p_p_MAP2K_ ;,kPd57_1*cyt_cong__p_MAPK__p_p_MAP2K_
2407,vPd58,Cytoplasm,cyt_cong__RPS6KA__p_p_MAPK_ ;,kPd58_1*cyt_cong__RPS6KA__p_p_MAPK_
2408,vPd59,Nucleus,nuc_prot__p_RPS6KA__DUS1_ ;,kPd59_1*nuc_prot__p_RPS6KA__DUS1_
2409,vPd60,Nucleus,nuc_cong__p_p_MAPK__DUS1_ ;,kPd60_1*nuc_cong__p_p_MAPK__DUS1_
2410,vPd61,Nucleus,nuc_prot__FOS__p_RPS6KA_ ;,kPd61_1*nuc_prot__FOS__p_RPS6KA_
2411,vPd62,Nucleus,nuc_cong__FOS__p_p_MAPK_ ;,kPd62_1*nuc_cong__FOS__p_p_MAPK_
2412,vPd63,Cytoplasm,cyt_cong__PEBP1__CDP_DAG__KPC_ ;,kPd63_1*cyt_cong__PEBP1__CDP_DAG__KPC_
2413,vPd64,Cytoplasm,cyt_mixed__PIP3__PTEN_ ;,kPd64_1*cyt_mixed__PIP3__PTEN_
2414,vPd65,Cytoplasm,cyt_mixed__PIP3__AKT__PIP3__PDK1_ ;,kPd65_1*cyt_mixed__PIP3__AKT__PIP3__PDK1_
2415,vPd66,Cytoplasm,cyt_mixed__PIP3__p_AKT__MTORC2_ ;,kPd66_1*cyt_mixed__PIP3__p_AKT__MTORC2_
2416,vPd67,Cytoplasm,cyt_cong__GSK3B__p_p_AKT_ ;,kPd67_1*cyt_cong__GSK3B__p_p_AKT_
2417,vPd69,Cytoplasm,cyt_cong__TSC2__p_p_AKT_ ;,kPd69_1*cyt_cong__TSC2__p_p_AKT_
2418,vPd70,Cytoplasm,cyt_cong__TSC2__p_p_MAPK_ ;,kPd70_1*cyt_cong__TSC2__p_p_MAPK_
2419,vPd71,Cytoplasm,cyt_mixed__RHEB__GTP__TSC_ ;,kPd71_1*cyt_mixed__RHEB__GTP__TSC_
2420,vPd72,Cytoplasm,cyt_prot_a__4EBP1__MTORC1_ ;,kPd72_1*cyt_prot_a__4EBP1__MTORC1_
2421,vPd73,Cytoplasm,cyt_prot_a__KS6B1__MTORC1_ ;,kPd73_1*cyt_prot_a__KS6B1__MTORC1_
2422,vPd74,Cytoplasm,cyt_prot__FOXO3__p_p_AKT_ ;,kPd74_1*cyt_prot__FOXO3__p_p_AKT_
2423,vPd75,Cytoplasm,cyt_prot_a__PIK3C__PIK3R__MTORC1_ ;,kPd75_1*cyt_prot_a__PIK3C__PIK3R__MTORC1_
2424,vPd76,Cytoplasm,cyt_cong__p_MAPK__DUS6_ ;,kPd76_1*cyt_cong__p_MAPK__DUS6_
2425,vPd77,Cytoplasm,cyt_cong__p_p_MAPK__DUS6_ ;,kPd77_1*cyt_cong__p_p_MAPK__DUS6_
2426,vPd78,Cytoplasm,cyt_cong__p_p_MAPK__p_DUS1_ ;,kPd78_1*cyt_cong__p_p_MAPK__p_DUS1_
2427,vPd79,Cytoplasm,cyt_mixed__RAS__GTP__BRAF_ ;,kPd79_1*cyt_mixed__RAS__GTP__BRAF_
2428,vPd80,Cytoplasm,cyt_mixed__RAS__GTP__BRAF__BRAF_ ;,kPd80_1*cyt_mixed__RAS__GTP__BRAF__BRAF_
2429,vPd81,Cytoplasm,cyt_mixed__MAP2K__RAS__GTP__BRAF__BRAF_ ;,kPd81_1*cyt_mixed__MAP2K__RAS__GTP__BRAF__BRAF_
2430,vPd82,Cytoplasm,cyt_mixed__p_MAP2K__RAS__GTP__BRAF__BRAF_ ;,kPd82_1*cyt_mixed__p_MAP2K__RAS__GTP__BRAF__BRAF_
2431,vPd83,Cytoplasm,cyt_prot__4EBP1__IF4E_ ;,kPd83_1*cyt_prot__4EBP1__IF4E_
2432,vPd84,Cytoplasm,cyt_mixed__RAS__GTP__RAF1__RAF1_ ;,kPd84_1*cyt_mixed__RAS__GTP__RAF1__RAF1_
2433,vPd85,Cytoplasm,cyt_mixed__MAP2K__RAS__GTP__RAF1__RAF1_ ;,kPd85_1*cyt_mixed__MAP2K__RAS__GTP__RAF1__RAF1_
2434,vPd86,Cytoplasm,cyt_mixed__p_MAP2K__RAS__GTP__RAF1__RAF1_ ;,kPd86_1*cyt_mixed__p_MAP2K__RAS__GTP__RAF1__RAF1_
2435,vPd87,Nucleus,nuc_prot__FOXO3_ ;,kPd87_1*nuc_prot__FOXO3_
2436,vPd88,Cytoplasm,cyt_mixed__MAP2Kinhibitor__p_p_MAP2K_ ;,kPd88_1*cyt_mixed__MAP2Kinhibitor__p_p_MAP2K_
2437,vPd89,Cytoplasm,cyt_cong__AKTinhibitor__AKT_ ;,kPd89_1*cyt_cong__AKTinhibitor__AKT_
2438,vI1,Cytoplasm,cyt_prot__INGR2_ + cyt_cong__JAK_ ; cyt_cong__INGR2__JAK_,kI1_1*cyt_prot__INGR2_*cyt_cong__JAK_
2439,vI1r,Cytoplasm,cyt_cong__INGR2__JAK_ ; cyt_prot__INGR2_ + cyt_cong__JAK_,kI1r_1*cyt_cong__INGR2__JAK_
2440,vI2,Cytoplasm,cyt_cong__INGR2__JAK_ + exc_prot__IFNG_ ; cyt_cong__IFNG__INGR2__JAK_,kI2_1*cyt_cong__INGR2__JAK_*exc_prot__IFNG_
2441,vI2r,Cytoplasm,cyt_cong__IFNG__INGR2__JAK_ ; cyt_cong__INGR2__JAK_ + exc_prot__IFNG_,kI2r_1*cyt_cong__IFNG__INGR2__JAK_
2442,vI3,Cytoplasm,cyt_cong__IFNG__INGR2__JAK_ + cyt_cong__IFNG__INGR2__JAK_ ; cyt_cong__IFNG__INGR2__JAK__INGR2__JAK_,kI3_1*cyt_cong__IFNG__INGR2__JAK_*cyt_cong__IFNG__INGR2__JAK_
